worker_id,age,gender,city_tier,gig_platform,months_active,monthly_income,income_consistency_score,upi_transaction_count,average_transaction_value,monthly_inflow,monthly_outflow,savings_ratio,utility_bill_payment_rate,mobile_recharge_frequency,customer_rating,task_completion_rate,active_days_per_month,working_hours_per_week,account_balance_trend,previous_microloan_taken,previous_microloan_repaid,financial_stability_score,credit_risk_category
GW02430,26,Male,Tier2,Freelancer,12,29391,56,32,629,29397,28129,6.7,35,3,3.7,58,20,28,Stable,Yes,No,33.3,High
GW02431,29,Male,Tier2,Ola,6,27046,49,38,304,28221,23596,16.1,66,2,3.9,85,24,45,Decreasing,Yes,Yes,48,Medium
GW02432,32,Male,Tier2,Ola,12,23042,17,20,604,24536,22856,8,41,4,2.5,65,11,19,Decreasing,Yes,No,6,High
GW02433,19,Female,Tier3,Swiggy,13,15456,45,16,444,15511,13297,15.3,42,2,4.3,85,23,41,Stable,No,No,46.6,Medium
GW02434,39,Female,Tier1,Freelancer,44,57373,77,41,762,61278,46468,27.7,90,3,4.5,88,25,36,Stable,Yes,Yes,76.7,Low
GW02435,36,Male,Tier3,Swiggy,13,16616,14,38,193,16939,16886,0,56,1,2.8,44,9,29,Stable,Yes,Yes,26.8,High
GW02436,32,Female,Tier3,Swiggy,15,20177,60,46,275,21810,16573,23.2,100,3,4.5,84,18,43,Stable,No,No,65.6,Low
GW02437,38,Male,Tier1,Swiggy,28,45477,77,45,315,49674,39000,23.1,88,2,4.2,90,29,43,Stable,No,No,67.2,Low
GW02438,32,Male,Tier1,Zomato,46,39029,80,22,1058,42001,30761,28.1,92,1,3.9,95,30,51,Increasing,No,No,78.2,Low
GW02439,31,Female,Tier1,Uber,25,34949,40,52,205,37662,31989,15.9,69,2,4.2,83,16,38,Stable,No,No,50.4,Medium
GW02440,21,Male,Tier2,Zomato,14,29125,63,61,327,29834,24108,18.3,95,1,4,90,24,40,Increasing,No,No,69.3,Low
GW02441,18,Male,Tier1,Uber,38,39680,78,22,570,43242,35303,17.9,91,2,3,57,20,41,Decreasing,Yes,No,48.4,Medium
GW02442,18,Male,Tier2,Ola,35,24433,49,57,264,28012,23536,13.8,79,1,3.1,71,24,15,Stable,No,No,44.5,Medium
GW02443,26,Male,Tier2,Urban Company,28,32266,67,40,467,36988,35285,2,64,2,3.7,87,20,57,Stable,No,No,39,Medium
GW02444,18,Male,Tier3,Zomato,2,10245,44,14,471,10781,11171,0,48,3,3,35,5,29,Stable,No,No,22.3,High
GW02445,31,Male,Tier2,Swiggy,27,29191,67,42,244,32380,25676,18.4,91,1,4.6,78,21,30,Increasing,Yes,Yes,74.7,Low
GW02446,22,Male,Tier2,Uber,30,35915,58,63,251,38293,29674,25.1,83,1,4.9,95,19,41,Stable,Yes,Yes,76.6,Low
GW02447,37,Male,Tier1,Zomato,39,39469,79,70,188,40284,27955,28.3,84,3,4.3,85,23,61,Increasing,No,No,84.6,Low
GW02448,37,Male,Tier2,Zomato,24,26335,70,88,124,29259,24595,16.3,93,3,4.4,76,25,36,Decreasing,Yes,Yes,55.5,Medium
GW02449,18,Male,Tier1,Uber,39,47335,86,69,373,49777,40172,19.1,91,1,4.6,92,29,46,Stable,Yes,Yes,70.2,Low
GW02450,31,Female,Tier1,Uber,22,43837,62,61,494,48840,38702,22.8,97,3,4.8,84,24,30,Stable,No,No,63.3,Low
GW02451,20,Male,Tier2,Freelancer,53,46268,63,86,216,48900,41599,18.1,89,1,4.5,75,23,44,Increasing,No,No,70.4,Low
GW02452,25,Female,Tier1,Urban Company,1,36975,42,16,1008,37945,35494,4.1,49,4,3.6,49,18,19,Stable,No,No,29.2,High
GW02453,21,Female,Tier1,Freelancer,26,48573,63,17,1323,54788,44450,18.5,83,1,3.7,66,27,41,Stable,No,No,59.3,Low
GW02454,37,Male,Tier2,Swiggy,12,26055,83,72,112,26257,17641,30.6,95,1,4.1,82,30,42,Stable,No,No,71.7,Low
GW02455,28,Male,Tier3,Ola,11,21172,56,17,716,22332,18309,16.7,95,4,3.9,66,22,50,Stable,No,No,56.2,Medium
GW02456,23,Male,Tier1,Uber,33,43181,51,53,285,47537,38924,16,78,2,4,79,23,46,Decreasing,No,No,46,Medium
GW02457,38,Male,Tier2,Uber,37,32462,100,52,406,36777,32602,15.3,97,3,4.3,82,20,38,Decreasing,No,No,54.7,Medium
GW02458,26,Male,Tier2,Urban Company,2,30243,44,42,335,30973,24005,22,59,3,3.5,57,14,47,Stable,No,No,50.9,Medium
GW02459,34,Male,Tier2,Ola,28,36119,100,46,510,36639,24054,32.8,100,2,3.9,96,28,34,Increasing,No,No,85,Low
GW02460,26,Male,Tier2,Ola,25,33963,73,74,272,35502,27687,18.8,90,1,4.2,89,26,20,Stable,Yes,Yes,69.5,Low
GW02461,31,Female,Tier1,Zomato,1,28352,41,14,1238,29441,26559,8.4,36,5,3.1,38,5,20,Stable,Yes,Yes,32.2,High
GW02462,36,Female,Tier1,Freelancer,11,40483,50,17,1072,44698,40772,12.3,63,1,2.9,53,10,31,Stable,No,No,41.1,Medium
GW02463,31,Male,Tier3,Freelancer,17,23447,52,59,248,24282,23155,6.6,73,2,4.2,60,24,58,Decreasing,No,No,36,Medium
GW02464,32,Male,Tier2,Swiggy,15,28091,34,44,334,30720,25614,13.5,89,3,3.9,74,10,59,Stable,Yes,No,43.7,Medium
GW02465,21,Male,Tier2,Swiggy,16,30401,23,46,242,33392,28143,11.4,72,3,4,79,17,30,Increasing,Yes,Yes,54.1,Medium
GW02466,34,Male,Tier2,Zomato,28,30420,74,30,666,34095,24255,29.6,83,2,4.3,81,25,40,Stable,No,No,69.1,Low
GW02467,28,Female,Tier1,Zomato,37,42778,76,41,482,46649,34834,28.6,100,3,4.1,87,19,46,Increasing,No,No,79.7,Low
GW02468,33,Female,Tier3,Ola,38,26623,73,53,331,30300,21581,27.2,87,2,4.8,86,23,37,Stable,No,No,68,Low
GW02469,35,Male,Tier3,Zomato,40,25910,89,81,169,28599,22545,20.2,88,3,3.9,86,23,43,Decreasing,No,No,55.1,Medium
GW02470,18,Male,Tier3,Urban Company,10,23784,38,25,304,24648,22178,12.8,65,3,3.9,94,28,28,Stable,No,No,46.3,Medium
GW02471,19,Male,Tier2,Freelancer,47,37087,63,60,379,42315,33391,20.1,90,2,4.3,99,24,56,Increasing,No,No,74.3,Low
GW02472,18,Female,Tier2,Swiggy,1,22599,63,24,292,23243,21766,6.7,40,3,3.1,53,7,28,Decreasing,Yes,Yes,25.9,High
GW02473,27,Male,Tier2,Swiggy,9,21715,23,3,2458,22320,19597,7.9,63,4,3.5,55,5,14,Decreasing,Yes,Yes,33.4,High
GW02474,22,Male,Tier1,Swiggy,19,37570,85,59,276,41753,39655,6.7,80,1,4.2,72,17,38,Stable,Yes,Yes,54,Medium
GW02475,27,Female,Tier1,Zomato,20,37096,70,35,585,39983,29984,21.2,52,3,4.3,87,18,31,Increasing,Yes,Yes,69.5,Low
GW02476,23,Female,Tier3,Zomato,23,15020,50,3,2358,15380,14192,6.5,28,2,2.9,50,17,29,Decreasing,No,No,20.1,High
GW02477,35,Female,Tier2,Uber,37,33793,82,22,705,34370,25726,21.9,82,1,4.6,86,21,59,Stable,Yes,Yes,75.5,Low
GW02478,34,Male,Tier1,Urban Company,4,47606,73,37,606,48815,39946,14.3,83,1,3.7,79,19,32,Stable,No,No,52.2,Medium
GW02479,24,Male,Tier1,Urban Company,27,50251,94,64,275,57234,46673,14.2,100,3,4.2,89,26,32,Stable,No,No,62.8,Low
GW02480,32,Male,Tier2,Freelancer,12,36489,53,68,311,39699,37041,2,89,2,3.9,73,20,32,Decreasing,No,No,30.9,High
GW02481,41,Female,Tier1,Ola,43,47549,75,45,401,52749,41615,21.8,83,2,4.5,81,25,30,Stable,No,No,71.2,Low
GW02482,31,Female,Tier1,Freelancer,15,33861,49,13,1234,34511,32064,2.4,24,5,3.9,61,5,15,Decreasing,Yes,Yes,30.1,High
GW02483,25,Female,Tier3,Uber,31,16395,34,3,3759,17327,15328,7.6,46,4,3.1,48,15,24,Stable,Yes,No,21,High
GW02484,35,Male,Tier1,Zomato,15,45955,80,61,505,49794,40369,18.2,95,3,4.7,83,22,48,Increasing,No,No,74.6,Low
GW02485,26,Female,Tier3,Ola,17,24630,66,55,272,26513,18990,27.7,92,3,3.7,85,16,53,Increasing,Yes,Yes,71.6,Low
GW02486,18,Male,Tier3,Urban Company,14,16523,26,21,514,17446,16844,1.1,21,2,3.8,50,11,18,Decreasing,Yes,Yes,23.4,High
GW02487,41,Male,Tier1,Zomato,20,38176,88,20,1096,38724,35227,10.5,85,3,4.6,82,28,57,Stable,Yes,Yes,62.5,Low
GW02488,18,Male,Tier2,Swiggy,14,27394,28,10,1720,30200,28892,0,26,3,3.9,57,12,24,Stable,No,No,15.6,High
GW02489,25,Male,Tier1,Swiggy,10,29783,55,61,194,32454,31127,2,70,2,3.3,69,28,28,Decreasing,No,No,28.7,High
GW02490,18,Male,Tier2,Zomato,47,31010,75,20,747,32965,22920,31.8,79,2,3.9,83,24,55,Increasing,No,No,80.2,Low
GW02491,21,Female,Tier2,Swiggy,16,28240,80,37,316,32166,21041,31.9,86,1,4.5,81,18,48,Increasing,Yes,Yes,85.8,Low
GW02492,22,Female,Tier1,Swiggy,6,45127,63,65,218,50244,44274,13.7,94,3,4.2,83,24,44,Decreasing,No,No,50.5,Medium
GW02493,18,Male,Tier1,Urban Company,8,41851,59,39,425,44141,41164,2,40,3,4,57,20,35,Decreasing,No,No,26.3,High
GW02494,29,Male,Tier1,Freelancer,55,59425,63,67,357,59895,54566,10.7,95,3,4.4,92,23,44,Stable,No,No,58.1,Low
GW02495,26,Male,Tier1,Urban Company,17,45124,68,27,959,50541,45283,12.9,74,3,3.5,65,14,52,Decreasing,Yes,Yes,43.9,Medium
GW02496,30,Male,Tier1,Zomato,31,41339,81,59,306,44068,34149,24,83,1,3.7,92,24,56,Stable,Yes,Yes,73.7,Low
GW02497,30,Male,Tier2,Zomato,29,24060,55,55,169,25764,21779,17.6,77,4,3.5,73,10,24,Stable,No,No,53.4,Medium
GW02498,30,Female,Tier3,Zomato,1,12622,5,31,124,13734,13219,6.8,46,5,3.1,85,14,25,Increasing,No,No,36.9,Medium
GW02499,18,Male,Tier3,Urban Company,1,17613,45,4,2025,19357,18333,5,44,3,3,55,20,36,Decreasing,No,No,18.1,High
GW02500,31,Female,Tier1,Zomato,6,44155,71,67,400,48186,35704,24.9,91,2,3.6,75,21,42,Increasing,Yes,Yes,74.4,Low
GW02501,27,Female,Tier3,Uber,1,10674,18,20,294,11124,9348,17.3,75,4,3.3,57,17,30,Decreasing,Yes,No,30.2,High
GW02502,31,Male,Tier3,Swiggy,11,15753,59,50,207,16173,15047,7.7,62,2,4,70,26,48,Stable,No,No,41.5,Medium
GW02503,18,Male,Tier3,Zomato,9,22485,31,40,297,22579,19386,15.9,77,2,3.8,67,27,30,Stable,No,No,48.7,Medium
GW02504,18,Male,Tier3,Zomato,10,14128,33,17,265,14155,14441,1.1,46,1,2.8,31,22,35,Decreasing,No,No,14.2,High
GW02505,26,Male,Tier3,Ola,37,22042,64,56,186,24980,13410,43.7,87,3,3.9,77,15,50,Increasing,No,No,91.8,Low
GW02506,28,Female,Tier2,Zomato,21,26175,84,70,174,30079,23473,22.7,88,3,4.8,81,27,36,Increasing,No,No,78.1,Low
GW02507,25,Female,Tier1,Swiggy,16,24489,40,20,783,25802,26024,0,62,4,3.3,59,6,49,Increasing,No,No,34,High
GW02508,34,Male,Tier1,Swiggy,24,44946,93,46,549,46382,41211,13.3,97,2,4.6,97,21,51,Stable,Yes,Yes,71.7,Low
GW02509,30,Other,Tier2,Ola,1,19532,39,47,168,20702,20111,6.6,22,4,3.4,75,23,22,Decreasing,Yes,Yes,28.5,High
GW02510,38,Male,Tier2,Uber,5,24413,67,24,590,24791,24119,0,74,4,3.9,64,10,23,Decreasing,No,No,32.3,High
GW02511,24,Female,Tier3,Urban Company,51,25138,68,86,184,27512,22709,20.6,88,1,4.6,100,29,60,Increasing,No,No,75.2,Low
GW02512,20,Male,Tier1,Uber,13,30422,14,15,654,31448,32244,0,77,5,4.3,67,8,48,Stable,Yes,Yes,36,Medium
GW02513,21,Female,Tier2,Zomato,36,29792,90,70,250,31210,27036,11.1,83,1,4.3,82,21,43,Decreasing,Yes,Yes,52.1,Medium
GW02514,32,Male,Tier3,Uber,18,17539,42,34,318,19789,17290,14,74,2,4,74,22,33,Stable,No,No,47,Medium
GW02515,43,Female,Tier1,Uber,27,38730,60,49,351,42036,36949,13.6,89,3,3.6,65,10,35,Stable,Yes,Yes,56.4,Medium
GW02516,18,Male,Tier2,Freelancer,4,19652,36,34,393,20049,19485,1.1,38,2,3.1,33,18,20,Stable,No,No,23.5,High
GW02517,27,Male,Tier1,Urban Company,35,54334,70,39,881,55112,39412,27.6,97,3,4.2,91,24,63,Increasing,No,No,73.9,Low
GW02518,32,Male,Tier2,Freelancer,51,40335,59,32,510,44292,32527,23.4,86,1,4.2,83,29,67,Increasing,No,No,70.4,Low
GW02519,32,Female,Tier3,Swiggy,24,15495,60,43,164,15873,13575,14.7,75,3,3.3,73,19,45,Stable,Yes,Yes,52.5,Medium
GW02520,31,Male,Tier1,Zomato,9,35639,53,31,762,36691,32334,15.9,59,1,3.5,74,19,40,Stable,No,No,40.9,Medium
GW02521,23,Male,Tier3,Urban Company,35,23860,72,36,419,26013,22647,8.9,61,4,3.6,82,22,36,Decreasing,No,No,42.8,Medium
GW02522,36,Female,Tier3,Swiggy,62,22180,67,43,321,25209,21485,15.7,98,3,4.4,84,18,53,Stable,Yes,Yes,71,Low
GW02523,23,Female,Tier2,Freelancer,6,34965,71,60,401,37804,25768,28.4,93,1,4.1,99,23,52,Increasing,Yes,Yes,82.4,Low
GW02524,37,Male,Tier2,Urban Company,8,39285,84,42,308,42044,35594,11.3,88,2,4.5,93,18,47,Increasing,No,No,61,Low
GW02525,25,Female,Tier1,Uber,1,25633,40,24,347,28934,29002,0.6,46,3,3.6,54,17,28,Stable,No,No,26,High
GW02526,28,Male,Tier2,Uber,14,31111,96,51,289,32480,26440,20.2,93,2,4.4,78,20,28,Decreasing,No,No,51.8,Medium
GW02527,35,Female,Tier2,Ola,37,32988,82,61,359,33159,25648,23.5,89,2,4.4,95,20,44,Stable,No,No,70.1,Low
GW02528,26,Female,Tier3,Zomato,6,15025,32,18,428,16281,15746,3.3,54,3,2.4,49,13,42,Decreasing,Yes,No,9.8,High
GW02529,32,Male,Tier3,Uber,46,20132,84,18,753,20530,17920,15,97,1,4.9,79,27,35,Increasing,No,No,70.4,Low
GW02530,27,Male,Tier2,Swiggy,1,19147,14,33,210,19320,17319,7.3,22,2,4.2,69,15,38,Decreasing,No,No,19.6,High
GW02531,18,Male,Tier2,Zomato,7,27383,53,44,370,27781,24187,16.5,55,3,3.2,87,21,42,Decreasing,Yes,Yes,46.6,Medium
GW02532,33,Male,Tier3,Ola,14,12900,53,3,1844,13113,13394,0,55,4,3,54,16,17,Stable,No,No,34.6,High
GW02533,19,Female,Tier2,Uber,35,26539,64,88,172,29149,16477,45,92,1,4.8,78,21,47,Increasing,Yes,Yes,95.9,Low
GW02534,36,Male,Tier2,Freelancer,27,40588,74,70,273,44133,38046,9.7,100,1,3.8,97,24,56,Increasing,Yes,Yes,71.2,Low
GW02535,37,Female,Tier3,Freelancer,27,20573,61,35,247,21561,19717,9.2,87,4,4,81,15,15,Decreasing,No,No,37.4,Medium
GW02536,24,Male,Tier2,Swiggy,9,18082,37,20,580,18741,18755,0,30,4,3.2,59,15,28,Stable,No,No,24,High
GW02537,18,Female,Tier1,Freelancer,27,45891,61,10,2092,45895,39141,17.6,55,1,3.6,62,24,46,Stable,Yes,Yes,51.6,Medium
GW02538,34,Female,Tier2,Swiggy,30,30231,94,64,184,30951,29307,8,98,2,3.1,99,24,46,Increasing,No,No,64.7,Low
GW02539,28,Female,Tier2,Ola,2,30564,52,42,262,33202,28642,12.2,68,4,4.1,67,11,48,Increasing,No,No,55.8,Medium
GW02540,30,Male,Tier2,Freelancer,8,31774,50,56,210,34426,26159,21.2,80,3,4.3,69,21,60,Increasing,Yes,Yes,73.7,Low
GW02541,25,Male,Tier3,Swiggy,37,18204,62,19,487,20214,17832,9.7,77,1,4.2,62,17,43,Increasing,Yes,Yes,58.9,Low
GW02542,24,Male,Tier1,Ola,27,33421,66,54,199,33586,28078,19.6,71,1,3.9,73,25,39,Decreasing,No,No,45.2,Medium
GW02543,19,Male,Tier2,Uber,5,23884,34,25,315,26732,23781,10,50,2,2.7,28,16,27,Decreasing,Yes,No,13.6,High
GW02544,27,Male,Tier3,Freelancer,23,21325,61,35,292,23185,23165,4.2,93,4,2.9,82,22,48,Decreasing,No,No,35.5,High
GW02545,30,Female,Tier2,Ola,49,42693,61,28,884,44440,32778,25.4,97,2,3.9,79,28,62,Increasing,Yes,Yes,83.4,Low
GW02546,22,Male,Tier1,Freelancer,13,53959,71,41,757,57484,48959,18.8,94,2,4.5,83,28,49,Increasing,No,No,69.5,Low
GW02547,34,Male,Tier1,Swiggy,27,43273,69,76,375,48461,40189,15.3,92,1,4.4,84,22,48,Increasing,No,No,68.3,Low
GW02548,41,Male,Tier1,Ola,10,48113,74,54,447,51618,38707,24.4,77,1,4.3,90,29,20,Increasing,No,No,68.6,Low
GW02549,32,Male,Tier1,Ola,6,45933,84,63,282,50811,37104,25.6,86,3,4.3,93,22,49,Stable,No,No,68.2,Low
GW02550,25,Male,Tier1,Uber,60,47510,71,56,526,50413,38711,26.8,97,2,3.9,86,26,48,Stable,No,No,72.6,Low
GW02551,38,Male,Tier1,Swiggy,50,48766,85,33,530,52762,42106,19.6,90,2,4.6,85,27,44,Stable,Yes,Yes,70,Low
GW02552,36,Male,Tier1,Swiggy,21,39738,57,49,461,44702,42263,8.3,78,1,4.1,89,22,40,Stable,Yes,Yes,51.6,Medium
GW02553,26,Female,Tier2,Zomato,19,13270,51,15,512,14258,12640,8.2,33,5,3.9,56,6,23,Increasing,No,No,41.6,Medium
GW02554,20,Male,Tier2,Zomato,1,16091,37,14,433,17450,16748,0,41,5,3.6,46,9,13,Decreasing,Yes,No,12.5,High
GW02555,38,Female,Tier2,Zomato,6,32991,78,39,272,35080,28012,23.2,78,1,5,91,20,32,Decreasing,No,No,61.2,Low
GW02556,30,Male,Tier1,Freelancer,3,34962,30,20,655,35961,32387,9,65,2,3.4,70,24,46,Decreasing,No,No,27.4,High
GW02557,26,Female,Tier2,Freelancer,3,39495,44,42,580,45262,42174,8.8,66,1,4.4,83,25,48,Stable,Yes,Yes,51.5,Medium
GW02558,29,Male,Tier2,Freelancer,35,41181,92,55,474,41308,32050,21.8,89,3,4.3,98,22,57,Increasing,No,No,73.9,Low
GW02559,40,Male,Tier3,Freelancer,72,26120,72,19,556,26606,20660,24.7,94,2,3.9,84,24,33,Stable,Yes,Yes,78.3,Low
GW02560,31,Male,Tier1,Swiggy,19,32664,45,58,286,36156,32469,11.2,72,2,2.5,81,20,47,Decreasing,No,No,40.6,Medium
GW02561,32,Female,Tier1,Uber,7,37161,41,48,249,41289,36475,13.6,63,1,3.6,57,18,59,Stable,No,No,37,Medium
GW02562,38,Male,Tier1,Urban Company,14,39306,68,17,872,40228,35669,13.6,45,2,3.8,84,23,40,Stable,Yes,Yes,54.6,Medium
GW02563,39,Male,Tier1,Freelancer,6,55433,75,41,712,60703,48446,17.5,73,2,4.3,78,30,42,Increasing,Yes,Yes,68,Low
GW02564,30,Male,Tier2,Zomato,37,32080,78,56,225,36338,28827,19.5,92,1,4.5,89,26,50,Increasing,No,No,72.2,Low
GW02565,40,Male,Tier1,Uber,37,43298,76,40,346,48496,43511,8.6,96,2,3.9,89,25,36,Increasing,Yes,Yes,74.6,Low
GW02566,35,Male,Tier3,Zomato,39,16945,72,16,694,16956,14270,16.8,91,2,4.9,100,17,32,Increasing,No,No,73,Low
GW02567,23,Male,Tier1,Swiggy,22,39268,71,38,406,39505,33354,11.6,79,1,4.7,92,21,51,Stable,No,No,55.2,Medium
GW02568,41,Male,Tier3,Uber,35,26751,77,47,347,28622,24109,12.8,89,1,4.1,94,24,65,Stable,Yes,Yes,65.9,Low
GW02569,18,Female,Tier2,Freelancer,17,28409,37,21,634,29909,27909,1.8,68,1,2.5,58,17,28,Decreasing,Yes,Yes,24.9,High
GW02570,18,Female,Tier1,Ola,5,31446,17,22,832,31885,28946,8.2,63,4,2.7,51,23,10,Stable,No,No,23.4,High
GW02571,26,Male,Tier2,Swiggy,25,34925,81,56,275,35934,31286,12.4,85,2,4.7,81,26,53,Increasing,No,No,67,Low
GW02572,25,Male,Tier3,Uber,26,10772,17,26,224,12295,11901,0,68,1,3.1,76,14,25,Decreasing,No,No,15.6,High
GW02573,33,Male,Tier2,Freelancer,39,38374,85,75,287,40491,32933,15.9,97,2,5,83,25,35,Increasing,No,No,72.4,Low
GW02574,27,Male,Tier1,Swiggy,49,43680,66,26,587,45129,30108,32.8,100,2,4.3,88,21,40,Increasing,No,No,83.6,Low
GW02575,43,Male,Tier3,Ola,21,26129,55,83,205,26763,24003,8,75,2,3.8,75,20,56,Increasing,No,No,58.3,Low
GW02576,34,Male,Tier3,Swiggy,24,20411,49,50,180,22218,18549,12.8,75,1,3.9,82,18,30,Decreasing,No,No,45.3,Medium
GW02577,23,Female,Tier3,Uber,5,18011,44,29,381,19265,19295,3.9,39,1,3.4,76,26,42,Decreasing,No,No,23.1,High
GW02578,25,Female,Tier1,Zomato,24,38958,61,55,369,40951,29968,29.4,71,2,4.1,82,22,22,Stable,No,No,64.8,Low
GW02579,29,Male,Tier1,Freelancer,26,56883,87,79,268,60024,45813,20.1,94,3,4.4,90,18,62,Stable,No,No,67.2,Low
GW02580,18,Male,Tier1,Zomato,20,31536,34,35,398,32492,29011,8,70,4,4.1,81,26,19,Increasing,No,No,48.8,Medium
GW02581,29,Female,Tier1,Swiggy,38,40635,69,61,222,45184,35417,23.2,82,1,4.3,99,28,58,Increasing,No,No,74.7,Low
GW02582,23,Female,Tier1,Swiggy,1,22914,12,11,851,25487,23799,2.4,55,4,3.5,77,11,23,Stable,No,No,28.8,High
GW02583,21,Male,Tier2,Ola,19,30488,80,29,402,30636,25439,20.3,94,3,4.3,72,27,34,Stable,No,No,64.4,Low
GW02584,33,Female,Tier2,Ola,52,36583,71,35,428,37764,24541,31.7,90,3,4.6,92,17,61,Increasing,Yes,Yes,95.3,Low
GW02585,30,Male,Tier2,Zomato,29,21338,44,66,200,21534,19625,9.2,70,4,3.9,75,25,19,Stable,No,No,41.9,Medium
GW02586,31,Male,Tier3,Zomato,11,16860,64,41,136,17081,14629,13.5,57,4,3.8,72,22,33,Stable,Yes,Yes,51.6,Medium
GW02587,32,Male,Tier2,Freelancer,25,33733,72,44,423,38577,30752,20.1,87,3,4.5,92,27,46,Decreasing,Yes,Yes,67.7,Low
GW02588,20,Female,Tier3,Ola,20,19436,34,43,199,20762,17598,17.1,50,2,3.3,69,28,37,Stable,No,No,39.7,Medium
GW02589,36,Male,Tier2,Freelancer,15,36519,78,45,400,37611,30244,15.6,84,3,3.9,95,28,50,Increasing,No,No,62.9,Low
GW02590,31,Male,Tier2,Ola,11,23996,59,56,165,27471,25358,8.8,65,4,3.7,81,10,27,Stable,No,No,44.3,Medium
GW02591,24,Male,Tier3,Freelancer,1,18645,39,19,668,19976,20626,0.1,47,2,3,70,5,34,Decreasing,No,No,20,High
GW02592,39,Female,Tier3,Swiggy,9,20045,42,16,708,22105,20888,7.4,49,4,3.2,85,26,60,Stable,No,No,35.3,High
GW02593,35,Female,Tier2,Uber,38,29885,42,29,392,34176,33048,2,72,4,4.5,60,23,38,Stable,No,No,39.6,Medium
GW02594,39,Male,Tier1,Freelancer,16,44744,26,24,925,50984,39057,20.9,62,1,4,75,25,60,Decreasing,No,No,40.1,Medium
GW02595,25,Other,Tier1,Zomato,29,41854,60,75,202,47908,36506,25.4,96,2,4.3,98,28,48,Decreasing,No,No,64.1,Low
GW02596,29,Male,Tier2,Uber,18,33134,40,49,448,37306,35909,2.4,41,4,3.7,70,10,39,Stable,Yes,Yes,38.9,Medium
GW02597,28,Male,Tier1,Ola,32,49975,66,101,241,55228,42662,25,97,1,4.8,82,27,40,Stable,No,No,72.4,Low
GW02598,24,Male,Tier2,Uber,17,32068,86,58,182,33074,28987,8,85,3,4.6,100,30,41,Increasing,No,No,67.9,Low
GW02599,33,Male,Tier3,Ola,22,25263,77,54,168,25955,21280,13.8,79,1,4,80,23,42,Stable,No,No,53.3,Medium
GW02600,18,Male,Tier1,Swiggy,42,39004,52,61,319,41066,34057,17,99,1,4.3,100,24,48,Increasing,No,No,70.4,Low
GW02601,30,Female,Tier1,Zomato,16,35074,64,45,295,39811,34341,10.3,79,2,3.7,63,19,38,Decreasing,No,No,41.6,Medium
GW02602,30,Male,Tier3,Zomato,42,23892,74,31,450,24777,20210,21,86,3,4,80,17,33,Increasing,No,No,69.4,Low
GW02603,29,Male,Tier3,Urban Company,6,26461,72,24,518,27294,20664,21,65,2,3.7,81,25,36,Stable,No,No,49.2,Medium
GW02604,29,Male,Tier3,Urban Company,10,26159,75,61,225,28419,23990,19.2,82,3,4.5,85,21,53,Stable,No,No,55.4,Medium
GW02605,20,Male,Tier1,Zomato,37,45005,64,40,615,46567,28469,37.5,94,1,4.1,89,23,35,Stable,Yes,Yes,78.8,Low
GW02606,18,Male,Tier2,Zomato,35,25445,36,25,691,27656,28119,2,61,4,3.5,95,13,57,Increasing,No,No,41.1,Medium
GW02607,34,Female,Tier1,Zomato,33,41134,68,55,503,45153,40254,8.8,92,3,4.8,90,15,54,Increasing,No,No,62,Low
GW02608,36,Female,Tier1,Swiggy,10,47727,76,71,302,50261,34861,30,72,1,4.3,79,15,47,Increasing,No,No,77.6,Low
GW02609,38,Female,Tier3,Swiggy,15,16918,68,64,174,18070,14264,18.7,58,1,3.7,80,25,31,Increasing,Yes,Yes,68.1,Low
GW02610,40,Male,Tier3,Swiggy,16,18276,85,63,202,19557,16882,9.6,81,1,4,86,30,49,Increasing,No,No,61.8,Low
GW02611,18,Male,Tier3,Freelancer,10,16702,47,6,1814,17003,16909,1.5,71,2,3.8,78,14,40,Stable,Yes,Yes,43.2,Medium
GW02612,26,Male,Tier3,Ola,36,25936,100,26,319,26373,22395,17.6,89,2,4.2,76,22,48,Stable,No,No,62.1,Low
GW02613,30,Female,Tier1,Zomato,29,39039,89,40,420,39908,31476,22.9,100,2,3.8,91,21,60,Stable,Yes,Yes,72.9,Low
GW02614,32,Male,Tier2,Ola,24,29988,61,47,219,33393,27901,20.2,74,2,3.5,68,17,15,Decreasing,Yes,Yes,52.2,Medium
GW02615,31,Male,Tier1,Uber,50,43639,64,40,625,48665,37429,26.1,78,3,4.2,83,27,41,Increasing,No,No,68.8,Low
GW02616,39,Male,Tier1,Zomato,34,41774,79,68,270,44464,32916,23.2,83,1,4.5,86,18,42,Stable,Yes,Yes,71.3,Low
GW02617,36,Male,Tier2,Ola,39,39630,83,61,243,39790,24134,40.1,90,3,4.6,82,26,49,Increasing,No,No,88.3,Low
GW02618,41,Male,Tier1,Zomato,22,39352,96,46,327,39432,32841,16.5,81,3,4.8,92,20,41,Stable,No,No,65.4,Low
GW02619,30,Male,Tier1,Zomato,19,21939,39,40,246,25095,23239,4.4,44,5,3.6,47,17,19,Decreasing,Yes,Yes,25.9,High
GW02620,41,Male,Tier1,Zomato,44,46102,67,47,527,47684,41797,14.5,95,1,4.6,78,25,70,Stable,Yes,Yes,65.2,Low
GW02621,18,Other,Tier2,Urban Company,17,28299,29,54,299,29012,28384,2,71,1,3.6,92,19,52,Stable,No,No,35.7,High
